11/15/2022,GOVERNMENT CENTER,Parking,-27,E,Credit
11/15/2022,Amazon.com,Miscellaneous,-9.68,E,Credit
11/16/2022,Dental Provider,Dental Care,-206,E,Checking
11/18/2022,Liaison International,Work Income,1038.67,I,Checking
11/18/2022,RICHDALE DAIRY,Food,-18.77,E,Credit
11/19/2022,STOP & SHOP,Food,-91.9,E,Credit
11/21/2022,Atm Withdrawal,Miscellaneous,-60,E,Checking
11/22/2022,GAMESTOP,Miscellaneous,-305.94,E,Credit
11/23/2022,Healthcare Provider,Health Care,-19.12,E,Checking
11/23/2022,RICHDALE DAIRY,Food,-23.56,E,Credit
11/25/2022,RICHDALE DAIRY,Food,-8.78,E,Credit
11/26/2022,SHAWS,Food,-64.41,E,Credit
11/26/2022,BOB MARKET,Food,-11.46,E,Credit
11/27/2022,SHAWS,Food,-33.27,E,Credit
11/28/2022,Atm Deposit,Other Income,266,I,Checking
11/28/2022,Spotify USA,Music Accounts,-9.99,E,Credit
12/2/2022,Geico,Car Insurance,-88.5,E,Checking
12/2/2022,Liaison International,Work Income,1038.27,I,Checking
12/2/2022,RICHDALE DAIRY,Food,-18.27,E,Credit
12/3/2022,STOP & SHOP,Food,-90.25,E,Credit
12/4/2022,SHAWS,Food,-53.45,E,Credit
12/5/2022,Dental Provider,Dental Care,-2049,E,Credit
12/5/2022,GNC,Miscellaneous,-3,E,Credit
12/5/2022,GNC,Miscellaneous,-180.61,E,Credit
12/6/2022,Richdale Dairy,Food,-6.49,E,Checking
